Outlet_Establishment_Year,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Total_Revenue,Price_Range,Total_Sales_Year,Average_Sales_Year
1987,NCP14,8.3,Low Fat,0.11,Household,104.23,OUT013,High,Tier 3,Supermarket Type1,3658.57,381332.75,Medium,2142663.66,2299.0
2002,DRC01,5.9,Regular,0.02,Soft Drinks,49.87,OUT045,Medium,Tier 2,Supermarket Type1,1133.19,56512.19,Low,2036725.6,2192.38
1985,NCH55,16.4,Low Fat,0.03,Household,125.2,OUT027,Medium,Tier 3,Supermarket Type3,2783.04,348436.61,Medium,3633620.22,2483.68
1998,FDF56,16.7,Regular,0.2,Fruits and Veg,182.4,OUT010,Medium,Tier 3,Grocery Store,724.39,132128.74,High,188340.22,339.35
1997,FDA51,8.1,Regular,0.16,Dairy,112.15,OUT046,Small,Tier 1,Supermarket Type1,1252.37,140453.3,Medium,2118395.35,2277.84
2009,DRB25,12.3,Low Fat,0.07,Soft Drinks,106.29,OUT018,Medium,Tier 3,Supermarket Type2,1715.1,182297.98,Medium,1851822.95,1995.5
2002,DRH13,8.6,Low Fat,0.02,Soft Drinks,105.83,OUT045,Medium,Tier 2,Supermarket Type1,958.75,101464.51,Medium,2036725.6,2192.38
2009,FDA45,21.3,Low Fat,0.16,Snack Foods,177.34,OUT018,Medium,Tier 3,Supermarket Type2,2822.99,500629.05,High,1851822.95,1995.5
1997,DRD60,15.7,Low Fat,0.04,Soft Drinks,183.16,OUT046,Small,Tier 1,Supermarket Type1,5634.67,1032046.16,High,2118395.35,2277.84
1997,FDS23,4.6,Low Fat,0.14,Breads,127.1,OUT046,Small,Tier 1,Supermarket Type1,1927.49,244983.98,Medium,2118395.35,2277.84
1997,FDU32,8.8,Low Fat,0.03,Fruits and Veg,119.94,OUT046,Small,Tier 1,Supermarket Type1,1462.1,175364.27,Medium,2118395.35,2277.84
1999,FDP34,12.9,Low Fat,0.14,Snack Foods,157.66,OUT049,Medium,Tier 1,Supermarket Type1,2659.87,419355.1,High,2183969.98,2348.35
1985,FDH38,6.4,Low Fat,0.02,Canned,115.28,OUT019,Small,Tier 1,Grocery Store,117.18,13508.51,Medium,3633620.22,2483.68
1998,FDL33,7.2,Low Fat,0.17,Snack Foods,197.55,OUT010,Medium,Tier 3,Grocery Store,195.75,38670.41,High,188340.22,339.35
1997,NCV17,18.9,Low Fat,0.02,Health and Hygiene,129.76,OUT046,Small,Tier 1,Supermarket Type1,3016.74,391452.18,Medium,2118395.35,2277.84
2004,NCJ29,10.6,Low Fat,0.04,Health and Hygiene,85.12,OUT035,Small,Tier 2,Supermarket Type1,1193.11,101557.52,Medium,2268123.09,2438.84
2004,FDA01,15.0,Regular,0.05,Canned,58.59,OUT035,Small,Tier 2,Supermarket Type1,996.04,58357.98,Low,2268123.09,2438.84
1987,FDH20,16.1,Regular,0.02,Fruits and Veg,95.14,OUT013,High,Tier 3,Supermarket Type1,3089.31,293916.95,Medium,2142663.66,2299.0
2009,FDT21,7.4,Low Fat,0.02,Snack Foods,248.41,OUT018,Medium,Tier 3,Supermarket Type2,996.04,247426.3,High,1851822.95,1995.5
1987,FDR19,13.5,Regular,0.16,Fruits and Veg,145.31,OUT013,High,Tier 3,Supermarket Type1,729.05,105938.26,Medium,2142663.66,2299.0
2007,FDJ33,8.9,Regular,0.09,Snack Foods,125.17,OUT017,Medium,Tier 2,Supermarket Type1,2956.15,370021.3,Medium,2167465.52,2340.68
2007,FDP28,13.7,Regular,0.08,Frozen Foods,261.29,OUT017,Medium,Tier 2,Supermarket Type1,3131.92,818339.38,High,2167465.52,2340.68
2007,NCX42,6.4,Low Fat,0.01,Household,163.05,OUT017,Medium,Tier 2,Supermarket Type1,1644.53,268140.62,High,2167465.52,2340.68
2004,FDR03,15.7,Regular,0.01,Meat,207.9,OUT035,Small,Tier 2,Supermarket Type1,3095.97,643652.16,High,2268123.09,2438.84
2002,FDS15,9.2,Regular,0.08,Meat,107.66,OUT045,Medium,Tier 2,Supermarket Type1,323.58,34836.62,Medium,2036725.6,2192.38
1987,FDI16,14.0,Regular,0.14,Frozen Foods,52.06,OUT013,High,Tier 3,Supermarket Type1,852.22,44366.57,Low,2142663.66,2299.0
1985,NCZ53,9.6,Low Fat,0.02,Health and Hygiene,190.42,OUT027,Medium,Tier 3,Supermarket Type3,5652.64,1076375.71,High,3633620.22,2483.68
1998,FDE24,14.9,Low Fat,0.16,Baking Goods,142.08,OUT010,Medium,Tier 3,Grocery Store,284.96,40487.12,Medium,188340.22,339.35
2002,FDU51,20.2,Regular,0.1,Meat,175.8,OUT045,Medium,Tier 2,Supermarket Type1,3896.26,684962.51,High,2036725.6,2192.38
1997,FDU07,11.1,Low Fat,0.06,Fruits and Veg,150.14,OUT046,Small,Tier 1,Supermarket Type1,1813.64,272299.91,High,2118395.35,2277.84
1997,NCJ54,9.9,Low Fat,0.06,Household,230.66,OUT046,Small,Tier 1,Supermarket Type1,4647.28,1071941.6,High,2118395.35,2277.84
1987,NCF31,9.1,Low Fat,0.05,Household,150.2,OUT013,High,Tier 3,Supermarket Type1,1821.63,273608.83,High,2142663.66,2299.0
2009,FDP13,8.1,Regular,0.13,Canned,41.95,OUT018,Medium,Tier 3,Supermarket Type2,199.74,8379.09,Low,1851822.95,1995.5
2007,FDS57,15.5,Low Fat,0.0,Snack Foods,141.55,OUT017,Medium,Tier 2,Supermarket Type1,3006.09,425512.04,Medium,2167465.52,2340.68
2007,NCK53,11.6,Low Fat,0.04,Health and Hygiene,99.3,OUT017,Medium,Tier 2,Supermarket Type1,2281.7,226572.81,Medium,2167465.52,2340.68
1985,FDK32,16.3,Regular,0.05,Fruits and Veg,152.87,OUT027,Medium,Tier 3,Supermarket Type3,5031.45,769157.76,High,3633620.22,2483.68
1997,NCO54,19.5,Low Fat,0.01,Household,55.66,OUT046,Small,Tier 1,Supermarket Type1,718.4,39986.14,Low,2118395.35,2277.84
2004,FDK22,9.8,Low Fat,0.03,Snack Foods,217.59,OUT035,Small,Tier 2,Supermarket Type1,4327.7,941664.24,High,2268123.09,2438.84
1997,FDQ58,7.3,Low Fat,0.02,Snack Foods,154.43,OUT046,Small,Tier 1,Supermarket Type1,1378.21,212836.97,High,2118395.35,2277.84
1985,FDE57,9.6,Low Fat,0.04,Fruits and Veg,140.62,OUT027,Medium,Tier 3,Supermarket Type3,4538.09,638146.22,Medium,3633620.22,2483.68
1985,FDU52,7.6,Low Fat,0.06,Frozen Foods,157.56,OUT027,Medium,Tier 3,Supermarket Type3,1721.09,271174.94,High,3633620.22,2483.68
2007,FDV28,16.1,Regular,0.0,Frozen Foods,35.16,OUT017,Medium,Tier 2,Supermarket Type1,339.56,11938.93,Low,2167465.52,2340.68
1997,FDT16,9.9,Regular,0.05,Frozen Foods,261.73,OUT046,Small,Tier 1,Supermarket Type1,4685.9,1226440.61,High,2118395.35,2277.84
1985,FDK51,19.8,Low Fat,0.01,Dairy,265.29,OUT027,Medium,Tier 3,Supermarket Type3,3179.86,843585.06,High,3633620.22,2483.68
1987,DRF27,8.9,Low Fat,0.03,Dairy,153.43,OUT013,High,Tier 3,Supermarket Type1,1378.21,211458.76,High,2142663.66,2299.0
1985,FDW47,15.0,Low Fat,0.08,Breads,121.74,OUT019,Small,Tier 1,Grocery Store,365.52,44498.4,Medium,3633620.22,2483.68
2004,FDC53,8.7,Low Fat,0.01,Frozen Foods,100.04,OUT035,Small,Tier 2,Supermarket Type1,2266.38,226728.66,Medium,2268123.09,2438.84
1997,DRH36,16.2,Low Fat,0.03,Soft Drinks,74.07,OUT046,Small,Tier 1,Supermarket Type1,1416.82,104943.86,Medium,2118395.35,2277.84
2002,FDS14,7.3,Low Fat,0.05,Dairy,157.43,OUT045,Medium,Tier 2,Supermarket Type1,2042.67,321577.54,High,2036725.6,2192.38
1987,NCB42,11.8,Low Fat,0.01,Health and Hygiene,116.95,OUT013,High,Tier 3,Supermarket Type1,1969.44,230326.01,Medium,2142663.66,2299.0
1985,FDW28,18.3,Low Fat,0.09,Frozen Foods,194.75,OUT027,Medium,Tier 3,Supermarket Type3,5872.36,1143642.11,High,3633620.22,2483.68
1987,FDW03,5.6,Regular,0.02,Meat,102.83,OUT013,High,Tier 3,Supermarket Type1,1986.08,204228.61,Medium,2142663.66,2299.0
2004,DRI23,18.9,Low Fat,0.0,Hard Drinks,162.06,OUT035,Small,Tier 2,Supermarket Type1,3209.16,520076.47,High,2268123.09,2438.84
1985,NCP41,16.6,Low Fat,0.03,Health and Hygiene,109.46,OUT019,Small,Tier 1,Grocery Store,647.16,70838.13,Medium,3633620.22,2483.68
1985,FDL08,10.8,Low Fat,0.05,Fruits and Veg,245.41,OUT027,Medium,Tier 3,Supermarket Type3,3675.22,901935.74,High,3633620.22,2483.68
1985,NCB30,14.6,Low Fat,0.03,Household,198.81,OUT027,Medium,Tier 3,Supermarket Type3,5555.44,1104477.03,High,3633620.22,2483.68
2004,NCQ54,17.7,Low Fat,0.01,Household,167.05,OUT035,Small,Tier 2,Supermarket Type1,5895.66,984870.0,High,2268123.09,2438.84
2009,FDC53,8.7,Low Fat,0.01,Frozen Foods,99.74,OUT018,Medium,Tier 3,Supermarket Type2,295.62,29485.14,Medium,1851822.95,1995.5
1998,FDG20,15.5,Regular,0.21,Fruits and Veg,178.2,OUT010,Medium,Tier 3,Grocery Store,177.1,31559.22,High,188340.22,339.35
1987,NCZ06,19.6,Low Fat,0.09,Household,252.27,OUT013,High,Tier 3,Supermarket Type1,2790.37,703926.64,High,2142663.66,2299.0
2007,NCM31,6.1,Low Fat,0.08,Others,143.32,OUT017,Medium,Tier 2,Supermarket Type1,2836.31,406499.95,Medium,2167465.52,2340.68
2004,FDG56,13.3,Regular,0.07,Fruits and Veg,61.05,OUT035,Small,Tier 2,Supermarket Type1,1898.86,115925.4,Low,2268123.09,2438.84
1985,FDH09,12.6,Low Fat,0.06,Seafood,52.5,OUT027,Medium,Tier 3,Supermarket Type3,1209.76,63512.4,Low,3633620.22,2483.68
1999,FDW25,5.2,Low Fat,0.04,Canned,83.42,OUT049,Medium,Tier 1,Supermarket Type1,1448.78,120857.23,Medium,2183969.98,2348.35
1999,FDP03,5.2,Regular,0.06,Meat,125.64,OUT049,Medium,Tier 1,Supermarket Type1,1733.74,217827.09,Medium,2183969.98,2348.35
1998,FDR52,12.7,Regular,0.13,Frozen Foods,191.78,OUT010,Medium,Tier 3,Grocery Store,382.17,73292.56,High,188340.22,339.35
2009,FDR51,9.0,Regular,0.17,Meat,148.97,OUT018,Medium,Tier 3,Supermarket Type2,2257.06,336234.23,Medium,1851822.95,1995.5
2007,FDK36,7.1,Low Fat,0.01,Baking Goods,50.4,OUT017,Medium,Tier 2,Supermarket Type1,340.22,17147.09,Low,2167465.52,2340.68
1998,FDC60,5.4,Regular,0.19,Baking Goods,87.05,OUT010,Medium,Tier 3,Grocery Store,88.55,7708.28,Medium,188340.22,339.35
1999,FDW13,8.5,Low Fat,0.1,Canned,51.53,OUT049,Medium,Tier 1,Supermarket Type1,882.85,45493.26,Low,2183969.98,2348.35
1998,NCV42,6.3,Low Fat,0.05,Household,111.02,OUT010,Medium,Tier 3,Grocery Store,221.05,24540.97,Medium,188340.22,339.35
2004,FDB40,17.5,Regular,0.01,Dairy,144.21,OUT035,Small,Tier 2,Supermarket Type1,4082.69,588764.72,Medium,2268123.09,2438.84
1997,FDS50,17.0,Low Fat,0.06,Dairy,221.11,OUT046,Small,Tier 1,Supermarket Type1,4434.23,980452.6,High,2118395.35,2277.84
1985,FDA49,19.7,Low Fat,0.06,Canned,87.42,OUT027,Medium,Tier 3,Supermarket Type3,2267.71,198243.21,Medium,3633620.22,2483.68
1985,FDV45,16.8,Low Fat,0.08,Snack Foods,189.56,OUT019,Small,Tier 1,Grocery Store,1126.53,213545.03,High,3633620.22,2483.68
1999,FDO32,6.4,Low Fat,0.12,Fruits and Veg,46.51,OUT049,Medium,Tier 1,Supermarket Type1,652.48,30346.84,Low,2183969.98,2348.35
1999,DRE25,15.4,Low Fat,0.07,Soft Drinks,91.91,OUT049,Medium,Tier 1,Supermarket Type1,2609.94,239879.59,Medium,2183969.98,2348.35
1987,FDL09,19.6,Regular,0.13,Snack Foods,167.48,OUT013,High,Tier 3,Supermarket Type1,3691.2,618202.18,High,2142663.66,2299.0
2002,DRH23,14.7,Low Fat,0.17,Hard Drinks,56.46,OUT045,Medium,Tier 2,Supermarket Type1,1436.8,81121.73,Low,2036725.6,2192.38
2007,FDL45,15.6,Low Fat,0.04,Snack Foods,124.17,OUT017,Medium,Tier 2,Supermarket Type1,1877.56,233136.63,Medium,2167465.52,2340.68
1997,NCP17,19.4,Low Fat,0.03,Health and Hygiene,65.62,OUT046,Small,Tier 1,Supermarket Type1,830.92,54524.97,Low,2118395.35,2277.84
1999,FDZ26,11.6,Regular,0.14,Dairy,239.42,OUT049,Medium,Tier 1,Supermarket Type1,3346.31,801173.54,High,2183969.98,2348.35
1987,FDD11,12.9,Low Fat,0.03,Starchy Foods,251.4,OUT013,High,Tier 3,Supermarket Type1,2277.04,572447.86,High,2142663.66,2299.0
2002,FDH26,19.3,Regular,0.03,Canned,141.95,OUT045,Medium,Tier 2,Supermarket Type1,988.05,140253.7,Medium,2036725.6,2192.38
2004,FDS03,7.8,Low Fat,0.08,Meat,65.08,OUT035,Small,Tier 2,Supermarket Type1,1162.49,75654.85,Low,2268123.09,2438.84
2009,FDH26,19.3,Regular,0.03,Canned,141.15,OUT018,Medium,Tier 3,Supermarket Type2,282.3,39846.65,Medium,1851822.95,1995.5
2004,FDV26,20.3,Regular,0.08,Dairy,197.08,OUT035,Small,Tier 2,Supermarket Type1,4681.91,922710.82,High,2268123.09,2438.84
2009,FDD09,13.5,Low Fat,0.02,Fruits and Veg,179.6,OUT018,Medium,Tier 3,Supermarket Type2,2173.17,390301.33,High,1851822.95,1995.5
2002,NCC42,15.0,Low Fat,0.04,Health and Hygiene,140.48,OUT045,Medium,Tier 2,Supermarket Type1,1685.81,236822.59,Medium,2036725.6,2192.38
2007,DRK39,7.0,Low Fat,0.0,Dairy,83.83,OUT017,Medium,Tier 2,Supermarket Type1,1414.83,118605.2,Medium,2167465.52,2340.68
2009,FDX57,17.3,Regular,0.05,Snack Foods,95.81,OUT018,Medium,Tier 3,Supermarket Type2,1263.69,121074.14,Medium,1851822.95,1995.5
2007,FDW49,19.5,Low Fat,0.08,Canned,180.2,OUT017,Medium,Tier 2,Supermarket Type1,5193.91,935942.58,High,2167465.52,2340.68
1987,FDR59,14.5,Regular,0.06,Breads,263.26,OUT013,High,Tier 3,Supermarket Type1,2878.25,757728.1,High,2142663.66,2299.0
1997,FDR37,16.5,Regular,0.07,Breakfast,183.33,OUT046,Small,Tier 1,Supermarket Type1,2006.72,367891.98,High,2118395.35,2277.84
2007,FDB21,7.5,Low Fat,0.15,Fruits and Veg,243.49,OUT017,Medium,Tier 2,Supermarket Type1,1691.8,411936.38,High,2167465.52,2340.68
2009,DRI47,14.7,Low Fat,0.02,Hard Drinks,144.51,OUT018,Medium,Tier 3,Supermarket Type2,2588.63,374082.92,Medium,1851822.95,1995.5
1985,FDX45,16.8,Low Fat,0.1,Snack Foods,156.26,OUT027,Medium,Tier 3,Supermarket Type3,4850.35,757915.69,High,3633620.22,2483.68
2004,NCT30,9.1,Low Fat,0.08,Household,47.27,OUT035,Small,Tier 2,Supermarket Type1,850.89,40221.57,Low,2268123.09,2438.84
1985,FDQ45,9.5,Regular,0.02,Snack Foods,182.16,OUT019,Small,Tier 1,Grocery Store,367.52,66947.44,High,3633620.22,2483.68
1987,FDM22,14.0,Regular,0.04,Snack Foods,54.76,OUT013,High,Tier 3,Supermarket Type1,1331.6,72918.42,Low,2142663.66,2299.0
1985,DRB48,16.8,Regular,0.02,Soft Drinks,40.28,OUT027,Medium,Tier 3,Supermarket Type3,1296.31,52215.37,Low,3633620.22,2483.68
2004,FDO36,19.7,Low Fat,0.08,Baking Goods,177.77,OUT035,Small,Tier 2,Supermarket Type1,2696.49,479355.03,High,2268123.09,2438.84
2004,NCO18,13.2,Low Fat,0.02,Household,177.47,OUT035,Small,Tier 2,Supermarket Type1,5510.83,978007.0,High,2268123.09,2438.84
1998,NCZ30,6.6,Low Fat,0.04,Household,121.41,OUT010,Medium,Tier 3,Grocery Store,241.02,29262.24,Medium,188340.22,339.35
2004,NCB42,11.8,Low Fat,0.01,Health and Hygiene,117.25,OUT035,Small,Tier 2,Supermarket Type1,2432.83,285249.32,Medium,2268123.09,2438.84
1987,FDL21,15.9,Regular,0.01,Snack Foods,40.85,OUT013,High,Tier 3,Supermarket Type1,679.12,27742.05,Low,2142663.66,2299.0
2007,DRD37,9.8,Low Fat,0.01,Soft Drinks,45.01,OUT017,Medium,Tier 2,Supermarket Type1,792.3,35661.42,Low,2167465.52,2340.68
1985,FDY09,15.6,Low Fat,0.04,Snack Foods,173.81,OUT019,Small,Tier 1,Grocery Store,175.11,30435.87,High,3633620.22,2483.68
1999,FDC41,15.6,Low Fat,0.12,Frozen Foods,78.07,OUT049,Medium,Tier 1,Supermarket Type1,1148.51,89664.18,Medium,2183969.98,2348.35
2009,FDX01,10.1,Low Fat,0.02,Canned,117.62,OUT018,Medium,Tier 3,Supermarket Type2,1514.7,178159.01,Medium,1851822.95,1995.5
2004,FDC17,12.2,Low Fat,0.02,Frozen Foods,209.99,OUT035,Small,Tier 2,Supermarket Type1,5259.82,1104509.6,High,2268123.09,2438.84
1985,FDY60,10.5,Regular,0.03,Baking Goods,143.81,OUT027,Medium,Tier 3,Supermarket Type3,4458.2,641133.74,Medium,3633620.22,2483.68
2007,FDY13,12.1,Low Fat,0.03,Canned,74.77,OUT017,Medium,Tier 2,Supermarket Type1,1454.77,108773.15,Medium,2167465.52,2340.68
2002,NCP18,12.2,Low Fat,0.03,Household,149.37,OUT045,Medium,Tier 2,Supermarket Type1,1203.77,179807.12,Medium,2036725.6,2192.38
2004,NCP43,17.8,Low Fat,0.03,Others,180.57,OUT035,Small,Tier 2,Supermarket Type1,3415.55,616745.86,High,2268123.09,2438.84
2002,FDK41,14.3,Low Fat,0.13,Frozen Foods,83.62,OUT045,Medium,Tier 2,Supermarket Type1,852.22,71262.64,Medium,2036725.6,2192.38
1985,NCP05,19.6,Low Fat,0.03,Health and Hygiene,152.6,OUT027,Medium,Tier 3,Supermarket Type3,6072.1,926602.46,High,3633620.22,2483.68
1985,NCH54,13.5,Low Fat,0.07,Household,160.79,OUT027,Medium,Tier 3,Supermarket Type3,3675.22,590938.62,High,3633620.22,2483.68
2002,FDX55,15.1,Low Fat,0.0,Fruits and Veg,216.42,OUT045,Medium,Tier 2,Supermarket Type1,2830.32,612537.85,High,2036725.6,2192.38
2002,FDD05,19.4,Low Fat,0.02,Frozen Foods,120.91,OUT045,Medium,Tier 2,Supermarket Type1,1687.14,203992.1,Medium,2036725.6,2192.38
2004,NCW41,18.0,Low Fat,0.02,Health and Hygiene,159.26,OUT035,Small,Tier 2,Supermarket Type1,3961.51,630910.08,High,2268123.09,2438.84
1997,NCP50,17.4,Low Fat,0.02,Others,78.76,OUT046,Small,Tier 1,Supermarket Type1,1288.99,101520.85,Medium,2118395.35,2277.84
1997,NCF06,6.2,Low Fat,0.02,Household,258.0,OUT046,Small,Tier 1,Supermarket Type1,517.99,133641.42,High,2118395.35,2277.84
1987,FDC33,9.0,Regular,0.07,Fruits and Veg,195.38,OUT013,High,Tier 3,Supermarket Type1,2759.08,539069.05,High,2142663.66,2299.0
1999,FDR37,16.5,Regular,0.07,Breakfast,181.23,OUT049,Medium,Tier 1,Supermarket Type1,4195.87,760417.52,High,2183969.98,2348.35
1985,FDN56,5.5,Regular,0.11,Fruits and Veg,145.48,OUT027,Medium,Tier 3,Supermarket Type3,5779.14,840749.29,Medium,3633620.22,2483.68
1987,FDO46,9.6,Regular,0.01,Snack Foods,187.19,OUT013,High,Tier 3,Supermarket Type1,3214.48,601718.51,High,2142663.66,2299.0
1997,NCW54,7.5,Low Fat,0.1,Household,55.36,OUT046,Small,Tier 1,Supermarket Type1,1030.66,57057.34,Low,2118395.35,2277.84
1997,FDQ27,5.2,Regular,0.04,Meat,102.6,OUT046,Small,Tier 1,Supermarket Type1,1651.18,169411.07,Medium,2118395.35,2277.84
2007,FDQ52,17.0,Low Fat,0.12,Frozen Foods,246.54,OUT017,Medium,Tier 2,Supermarket Type1,4470.18,1102078.18,High,2167465.52,2340.68
1997,FDX35,5.0,Regular,0.0,Breads,228.2,OUT046,Small,Tier 1,Supermarket Type1,4781.78,1091202.2,High,2118395.35,2277.84
1985,FDZ23,17.8,Regular,0.07,Baking Goods,187.12,OUT027,Medium,Tier 3,Supermarket Type3,3728.48,697673.18,High,3633620.22,2483.68
2007,FDA25,16.5,Regular,0.07,Canned,103.7,OUT017,Medium,Tier 2,Supermarket Type1,1651.18,171227.37,Medium,2167465.52,2340.68
1985,NCP50,17.4,Low Fat,0.04,Others,78.66,OUT019,Small,Tier 1,Grocery Store,80.56,6336.85,Medium,3633620.22,2483.68
2004,NCS42,8.6,Low Fat,0.07,Household,91.21,OUT035,Small,Tier 2,Supermarket Type1,2554.01,232951.25,Medium,2268123.09,2438.84
1997,FDG32,19.9,Low Fat,0.18,Fruits and Veg,224.08,OUT046,Small,Tier 1,Supermarket Type1,1556.64,348811.89,High,2118395.35,2277.84
1997,FDJ48,11.3,Low Fat,0.06,Baking Goods,247.81,OUT046,Small,Tier 1,Supermarket Type1,2964.14,734543.53,High,2118395.35,2277.84
1985,FDR31,6.5,Regular,0.05,Fruits and Veg,147.41,OUT027,Medium,Tier 3,Supermarket Type3,3207.82,472864.75,Medium,3633620.22,2483.68
1999,FDV38,19.3,Low Fat,0.1,Dairy,54.6,OUT049,Medium,Tier 1,Supermarket Type1,764.34,41732.96,Low,2183969.98,2348.35
1985,DRE25,15.4,Low Fat,0.07,Soft Drinks,94.41,OUT027,Medium,Tier 3,Supermarket Type3,1304.97,123202.22,Medium,3633620.22,2483.68
1987,FDY59,8.2,Low Fat,0.03,Baking Goods,93.65,OUT013,High,Tier 3,Supermarket Type1,925.46,86669.33,Medium,2142663.66,2299.0
2007,FDP21,7.4,Regular,0.03,Snack Foods,189.19,OUT017,Medium,Tier 2,Supermarket Type1,4727.18,894335.18,High,2167465.52,2340.68
2002,NCX54,9.2,Low Fat,0.05,Household,106.16,OUT045,Medium,Tier 2,Supermarket Type1,2117.24,224766.2,Medium,2036725.6,2192.38
2004,FDZ46,7.5,Low Fat,0.07,Snack Foods,109.02,OUT035,Small,Tier 2,Supermarket Type1,2542.02,277131.02,Medium,2268123.09,2438.84
1998,NCK06,5.0,Low Fat,0.01,Household,122.08,OUT010,Medium,Tier 3,Grocery Store,121.18,14793.65,Medium,188340.22,339.35
2009,FDQ34,10.9,Low Fat,0.16,Snack Foods,104.96,OUT018,Medium,Tier 3,Supermarket Type2,1482.07,155558.07,Medium,1851822.95,1995.5
1985,FDK08,9.2,Regular,0.12,Fruits and Veg,101.2,OUT027,Medium,Tier 3,Supermarket Type3,2631.24,266281.49,Medium,3633620.22,2483.68
1998,FDY12,9.8,Regular,0.24,Baking Goods,50.8,OUT010,Medium,Tier 3,Grocery Store,101.2,5140.96,Low,188340.22,339.35
1987,FDN04,11.8,Regular,0.01,Frozen Foods,176.83,OUT013,High,Tier 3,Supermarket Type1,3568.69,631051.45,High,2142663.66,2299.0
2002,FDN45,19.4,Low Fat,0.12,Snack Foods,222.61,OUT045,Medium,Tier 2,Supermarket Type1,1789.67,398398.44,High,2036725.6,2192.38
1998,FDR23,15.9,Low Fat,0.14,Breads,176.44,OUT010,Medium,Tier 3,Grocery Store,529.31,93391.46,High,188340.22,339.35
1997,FDA22,7.4,Low Fat,0.08,Starchy Foods,165.22,OUT046,Small,Tier 1,Supermarket Type1,2840.97,469385.06,High,2118395.35,2277.84
2009,FDY28,7.5,Regular,0.15,Frozen Foods,214.42,OUT018,Medium,Tier 3,Supermarket Type2,4274.44,916525.42,High,1851822.95,1995.5
1997,FDM36,11.7,Regular,0.06,Baking Goods,171.94,OUT046,Small,Tier 1,Supermarket Type1,3448.84,592993.55,High,2118395.35,2277.84
2007,FDZ22,9.4,Low Fat,0.05,Snack Foods,83.43,OUT017,Medium,Tier 2,Supermarket Type1,1498.05,124982.31,Medium,2167465.52,2340.68
2004,FDU13,8.4,Low Fat,0.19,Canned,146.24,OUT035,Small,Tier 2,Supermarket Type1,4414.25,645539.92,Medium,2268123.09,2438.84
1997,NCY17,18.2,Low Fat,0.16,Health and Hygiene,43.01,OUT046,Small,Tier 1,Supermarket Type1,758.35,32616.63,Low,2118395.35,2277.84
1997,FDW03,5.6,Regular,0.02,Meat,105.13,OUT046,Small,Tier 1,Supermarket Type1,3135.92,329679.27,Medium,2118395.35,2277.84
2004,FDL39,16.1,Regular,0.06,Dairy,180.93,OUT035,Small,Tier 2,Supermarket Type1,1984.75,359100.82,High,2268123.09,2438.84
2002,FDX49,4.6,Regular,0.1,Canned,231.93,OUT045,Medium,Tier 2,Supermarket Type1,2563.33,594513.13,High,2036725.6,2192.38
2002,FDL24,10.3,Regular,0.02,Baking Goods,172.34,OUT045,Medium,Tier 2,Supermarket Type1,5690.59,980716.28,High,2036725.6,2192.38
2004,FDR09,18.3,Low Fat,0.08,Snack Foods,259.7,OUT035,Small,Tier 2,Supermarket Type1,5438.92,1412487.52,High,2268123.09,2438.84
1997,FDS60,20.9,Low Fat,0.03,Baking Goods,177.87,OUT046,Small,Tier 1,Supermarket Type1,1078.6,191850.58,High,2118395.35,2277.84
1985,FDN23,6.6,Regular,0.08,Breads,145.84,OUT027,Medium,Tier 3,Supermarket Type3,3773.75,550363.7,Medium,3633620.22,2483.68
2004,FDT50,6.8,Regular,0.11,Dairy,96.38,OUT035,Small,Tier 2,Supermarket Type1,1342.25,129366.06,Medium,2268123.09,2438.84
1985,FDM20,10.0,Low Fat,0.0,Fruits and Veg,245.01,OUT027,Medium,Tier 3,Supermarket Type3,3185.19,780403.4,High,3633620.22,2483.68
1998,FDY02,8.9,Regular,0.15,Dairy,262.29,OUT010,Medium,Tier 3,Grocery Store,1314.96,344900.86,High,188340.22,339.35
2004,NCO14,9.6,Low Fat,0.03,Household,42.61,OUT035,Small,Tier 2,Supermarket Type1,133.83,5702.5,Low,2268123.09,2438.84
1987,FDV13,17.4,Regular,0.03,Canned,86.19,OUT013,High,Tier 3,Supermarket Type1,703.08,60598.47,Medium,2142663.66,2299.0
1999,NCY18,7.3,Low Fat,0.03,Household,174.71,OUT049,Medium,Tier 1,Supermarket Type1,6303.79,1101335.15,High,2183969.98,2348.35
2007,FDB29,16.7,Regular,0.05,Frozen Foods,114.72,OUT017,Medium,Tier 2,Supermarket Type1,2404.87,275886.69,Medium,2167465.52,2340.68
1999,FDL14,8.1,Regular,0.03,Canned,155.0,OUT049,Medium,Tier 1,Supermarket Type1,3739.13,579565.15,High,2183969.98,2348.35
1985,FDH60,19.7,Regular,0.08,Baking Goods,195.71,OUT027,Medium,Tier 3,Supermarket Type3,5499.51,1076309.1,High,3633620.22,2483.68
2009,DRN35,8.0,Low Fat,0.07,Hard Drinks,34.25,OUT018,Medium,Tier 3,Supermarket Type2,467.39,16008.11,Low,1851822.95,1995.5
1985,FDP15,15.2,Low Fat,0.08,Meat,255.43,OUT027,Medium,Tier 3,Supermarket Type3,9227.99,2357105.49,High,3633620.22,2483.68
1998,DRN35,8.0,Low Fat,0.12,Hard Drinks,36.65,OUT010,Medium,Tier 3,Grocery Store,71.91,2635.5,Low,188340.22,339.35
